age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,is_recid,race_binary,age_cat_ordinal,c_charge_degree_ordinal,sex_Male,race_Caucasian
27,0,0,0,6,1,0,1,2,True,False
25,0,0,0,0,1,1,1,1,True,True
31,0,0,2,2,1,1,1,2,False,True
21,0,0,1,2,0,0,0,2,True,False
30,0,0,0,8,1,0,1,2,True,False
41,0,0,0,0,0,0,1,2,True,False
38,3,0,0,11,0,1,1,2,True,True
59,0,0,0,8,1,0,2,2,True,False
21,0,0,0,1,1,1,0,1,True,True
33,0,0,0,6,1,0,1,1,False,False
39,0,0,0,0,0,0,1,1,True,False
27,0,0,0,6,1,0,1,2,True,False
22,0,0,0,0,0,1,0,2,False,True
31,0,0,0,1,0,1,1,2,False,True
29,0,0,0,3,0,0,1,2,True,False
34,0,0,0,2,0,1,1,2,True,True
43,0,0,0,4,0,1,1,2,True,True
21,0,0,11,2,0,0,0,2,True,False
24,0,0,1,2,0,1,0,2,False,True
34,0,0,0,3,0,0,1,2,True,False
23,0,0,1,7,0,1,0,2,True,True
22,0,0,0,2,0,1,0,2,True,True
45,0,0,0,13,1,0,2,1,True,False
23,0,0,1,0,1,1,0,2,True,True
34,0,1,0,6,0,0,1,2,True,False
40,0,0,0,5,0,1,1,2,False,True
23,0,0,0,0,0,0,0,2,False,False
39,0,0,0,3,0,0,1,2,True,False
26,0,0,0,5,1,0,1,2,False,False
26,0,0,0,0,0,1,1,1,False,True
21,0,0,0,0,0,0,0,1,True,False
30,0,1,1,3,0,1,1,2,True,True
44,0,0,0,0,0,1,1,2,True,True
21,0,0,0,1,1,0,0,2,True,False
23,0,0,0,0,1,0,0,1,True,False
23,0,0,0,3,1,0,0,2,True,False
32,0,0,0,4,0,1,1,2,True,True
24,0,0,0,1,1,0,0,2,True,False
21,0,0,0,1,1,0,0,2,False,False
37,0,0,0,7,1,1,1,2,False,True
21,0,0,0,1,1,0,0,1,False,False
28,0,0,0,2,1,1,1,2,True,True
42,0,0,0,2,0,1,1,1,True,True
24,0,0,0,2,1,0,0,2,False,False
31,0,0,0,0,0,1,1,2,True,True
24,1,0,0,2,1,0,0,1,True,False
24,0,0,0,2,0,1,0,1,True,True
25,0,0,0,1,0,0,1,2,True,False
44,0,0,0,0,0,1,1,1,False,True
55,0,0,0,12,0,0,2,2,True,False
33,0,0,0,1,1,0,1,1,True,False
26,1,3,0,24,1,0,1,1,True,False
28,0,0,0,9,0,1,1,2,True,True
27,0,0,0,1,0,0,1,2,True,False
26,0,0,0,3,0,1,1,1,True,True
45,0,0,0,4,0,1,2,1,True,True
26,0,0,0,1,0,1,1,2,True,True
27,0,0,0,0,0,0,1,1,False,False
46,0,0,0,0,1,1,2,2,True,True
38,0,0,0,1,1,1,1,1,False,True
55,0,0,0,10,0,1,2,2,True,True
35,0,0,0,5,0,1,1,2,True,True
24,0,0,0,0,0,1,0,2,True,True
24,0,0,0,0,0,0,0,1,False,False
26,0,0,0,3,0,0,1,2,True,False
38,0,0,0,0,0,0,1,1,False,False
62,0,0,0,2,0,1,2,2,False,True
48,0,0,0,6,0,0,2,2,True,False
31,0,0,0,2,1,1,1,2,False,True
28,0,0,0,5,1,0,1,1,True,False
21,0,0,0,1,0,0,0,2,False,False
42,0,0,0,0,0,1,1,1,True,True
25,0,0,0,0,0,0,1,2,False,False
25,0,0,1,6,1,1,1,1,True,True
27,0,0,0,8,1,0,1,2,True,False
25,0,0,0,1,0,0,1,2,True,False
40,0,0,0,5,1,0,1,2,True,False
50,0,0,0,26,1,1,2,2,True,True
28,0,1,0,10,1,0,1,2,True,False
20,0,1,0,2,1,0,0,2,True,False
31,5,0,0,10,1,0,1,2,True,False
57,0,0,0,0,0,0,2,1,False,False
22,0,4,0,7,1,0,0,2,True,False
31,0,0,0,3,1,0,1,2,True,False
28,0,0,0,4,0,0,1,1,True,False
41,0,0,0,11,0,1,1,2,True,True
43,0,0,0,7,0,0,1,2,True,False
25,0,0,0,0,0,1,1,1,False,True
23,0,1,0,5,0,0,0,1,True,False
40,0,0,0,1,0,0,1,2,True,False
20,0,0,0,0,1,0,0,2,True,False
35,0,0,0,2,0,0,1,1,True,False
34,0,0,0,1,1,0,1,1,True,False
27,0,0,1,18,1,1,1,2,True,True
25,0,1,1,15,0,0,1,2,True,False
38,0,0,0,3,1,0,1,2,False,False
21,0,0,0,0,1,1,0,2,True,True
25,0,0,0,0,1,0,1,1,True,False
53,0,0,0,6,1,0,2,1,True,False
50,0,0,0,4,0,0,2,2,False,False
23,0,0,0,1,0,1,0,1,False,True
27,1,0,0,2,1,0,1,2,True,False
52,0,0,0,6,0,1,2,2,True,True
29,0,0,0,5,1,0,1,2,True,False
38,0,0,0,1,0,0,1,1,True,False
54,0,0,0,2,0,1,2,2,False,True
26,0,0,0,1,1,0,1,2,True,False
37,1,8,5,23,1,0,1,2,True,False
36,0,2,1,25,1,0,1,1,True,False
28,0,0,0,18,1,0,1,2,True,False
22,0,0,0,1,0,0,0,2,True,False
20,0,0,1,0,0,1,0,2,True,True
36,0,0,0,11,1,0,1,2,True,False
26,0,0,0,2,0,0,1,2,False,False
41,0,0,0,0,0,1,1,2,False,True
43,0,0,0,1,0,0,1,1,False,False
40,1,0,0,9,0,1,1,2,True,True
29,0,0,1,8,0,1,1,1,True,True
21,1,0,0,7,1,0,0,2,True,False
25,0,0,0,4,0,1,1,2,True,True
26,0,0,0,7,0,0,1,2,True,False
27,0,0,0,0,1,0,1,1,False,False
35,0,0,0,1,0,0,1,2,True,False
57,0,0,0,0,0,1,2,2,True,True
27,0,0,0,3,0,0,1,1,True,False
31,0,0,0,3,0,0,1,2,False,False
36,1,0,0,26,1,0,1,2,True,False
50,0,0,0,1,0,1,2,2,True,True
38,0,0,0,0,0,0,1,2,True,False
54,0,0,0,11,0,0,2,2,True,False
71,0,0,0,13,0,1,2,2,True,True
27,0,4,4,9,1,0,1,2,True,False
46,1,0,0,8,1,0,2,1,True,False
36,0,0,0,5,1,0,1,2,False,False
27,0,0,0,4,0,0,1,2,False,False
22,0,0,0,3,0,0,0,2,True,False
31,0,0,0,0,0,0,1,2,True,False
23,0,0,3,2,1,0,0,2,True,False
20,1,0,0,1,1,0,0,2,True,False
31,0,2,0,10,0,0,1,2,False,False
24,0,0,0,8,1,1,0,2,True,True
37,0,0,0,2,1,1,1,2,False,True
25,0,0,0,0,1,0,1,1,True,False
24,0,0,0,1,0,0,0,2,False,False
24,0,0,0,0,0,0,0,2,False,False
42,0,0,0,2,0,1,1,2,True,True
41,0,0,0,4,1,0,1,1,True,False
37,0,0,0,0,1,0,1,2,True,False
46,0,0,0,2,0,1,2,2,True,True
56,0,0,0,10,1,1,2,2,False,True
36,0,0,0,3,0,0,1,2,True,False
23,0,0,0,1,1,0,0,2,False,False
25,0,0,0,0,1,0,1,2,True,False
24,0,0,0,1,1,0,0,2,True,False
35,0,0,0,27,0,0,1,2,True,False
48,0,0,0,10,0,0,2,2,True,False
55,0,0,0,9,0,1,2,2,True,True
24,0,0,0,2,1,1,0,2,True,True
43,0,0,0,0,0,0,1,1,True,False
49,0,0,0,1,0,1,2,1,True,True
25,0,1,1,8,0,0,1,2,True,False
32,0,0,0,0,0,0,1,2,True,False
27,0,0,0,0,0,0,1,1,True,False
46,0,0,0,3,0,0,2,2,True,False
32,0,0,0,5,0,1,1,2,True,True
23,0,0,0,0,1,0,0,2,True,False
43,0,0,0,2,0,1,1,2,True,True
24,0,0,0,1,1,0,0,2,True,False
25,1,0,0,4,0,0,1,1,True,False
28,0,0,0,0,0,0,1,2,True,False
21,0,0,0,1,0,1,0,2,True,True
33,0,0,0,3,1,1,1,2,True,True
35,0,0,0,1,0,0,1,2,False,False
25,0,0,0,4,0,1,1,2,True,True
30,0,0,0,3,0,0,1,2,True,False
55,0,0,0,3,0,1,2,1,True,True
28,0,0,0,0,0,0,1,1,True,False
48,0,0,0,2,0,1,2,2,False,True
19,2,1,1,3,1,0,0,2,True,False
24,0,0,1,3,1,0,0,2,True,False
50,0,0,0,2,0,1,2,2,True,True
27,0,0,0,13,0,1,1,2,False,True
23,2,0,1,4,0,0,0,2,True,False
31,0,0,0,0,0,0,1,1,True,False
36,0,0,0,2,0,1,1,1,True,True
29,0,0,0,5,0,0,1,2,True,False
48,0,0,0,1,0,1,2,2,True,True
54,0,0,0,5,0,1,2,2,True,True
31,0,0,0,3,1,1,1,2,True,True
27,0,0,0,0,1,1,1,2,True,True
36,0,1,0,7,0,0,1,2,True,False
24,0,0,0,10,0,1,0,2,True,True
20,0,0,1,0,0,0,0,2,True,False
75,0,0,0,1,1,1,2,2,True,True
28,0,0,0,7,1,0,1,2,True,False
30,0,0,0,0,0,1,1,1,True,True
36,0,1,0,5,0,0,1,2,False,False
32,0,0,0,11,0,0,1,2,False,False
44,0,0,0,7,0,0,1,2,True,False
25,0,0,0,1,1,0,1,2,True,False
38,0,0,0,18,0,0,1,2,True,False
30,0,0,0,15,1,0,1,1,False,False
28,0,1,0,9,0,1,1,1,True,True
58,0,0,0,17,0,0,2,2,True,False
32,0,0,0,5,0,0,1,2,False,False
27,0,0,0,0,1,0,1,2,True,False
26,0,0,0,0,0,0,1,2,True,False
54,0,0,0,26,0,0,2,2,True,False
23,0,0,1,0,0,1,0,1,False,True
42,0,0,0,0,0,0,1,2,True,False
36,0,0,0,4,0,0,1,2,True,False
33,0,0,0,1,0,0,1,2,False,False
26,0,0,0,1,0,1,1,1,True,True
31,0,0,0,5,1,1,1,2,True,True
30,0,0,0,0,1,1,1,1,True,True
33,0,0,0,4,0,0,1,2,True,False
26,0,0,0,1,1,0,1,1,True,False
25,0,0,0,9,0,0,1,2,True,False
31,0,0,0,0,0,1,1,1,False,True
22,0,0,0,2,1,1,0,1,False,True
37,0,0,0,4,0,0,1,2,True,False
58,0,0,0,1,1,1,2,2,True,True
28,0,0,0,0,0,0,1,1,False,False
34,0,0,0,3,1,1,1,1,True,True
32,0,0,0,1,1,1,1,2,True,True
43,0,0,0,1,0,1,1,1,False,True
29,0,0,0,0,1,0,1,1,True,False
39,0,0,0,5,0,1,1,2,True,True
38,1,0,0,8,0,0,1,1,True,False
52,0,0,0,7,0,1,2,2,True,True
23,0,0,0,0,0,0,0,2,False,False
56,0,0,0,3,1,0,2,1,True,False
46,0,0,0,7,1,1,2,2,True,True
38,0,0,0,5,1,1,1,2,True,True
47,0,0,0,3,0,1,2,1,True,True
32,0,0,0,0,0,1,1,2,True,True
34,0,1,0,27,0,0,1,1,True,False
42,0,0,0,5,0,0,1,2,True,False
35,0,0,0,0,1,0,1,1,False,False
20,0,0,0,0,1,1,0,2,True,True
32,0,0,0,2,1,1,1,2,False,True
21,0,0,1,0,0,1,0,1,True,True
24,0,0,0,0,1,0,0,1,True,False
24,0,0,0,1,1,0,0,1,True,False
30,0,0,0,5,0,1,1,1,False,True
26,0,0,0,0,1,0,1,1,True,False
52,0,0,0,8,0,1,2,2,True,True
26,0,0,0,1,0,0,1,2,True,False
27,0,0,0,1,0,0,1,1,True,False
27,0,0,0,0,0,1,1,1,False,True
52,0,0,0,16,1,1,2,2,True,True
37,0,0,0,3,1,0,1,2,True,False
23,0,0,0,1,0,0,0,1,True,False
36,0,0,0,3,1,1,1,2,False,True
29,0,0,0,0,0,0,1,2,False,False
53,0,0,0,4,0,1,2,2,False,True
69,0,0,0,3,0,0,2,2,True,False
28,0,0,0,0,0,0,1,2,True,False
27,0,1,0,11,0,0,1,2,True,False
28,1,0,1,11,1,0,1,2,True,False
38,0,0,0,4,1,0,1,1,True,False
19,0,0,0,1,1,0,0,2,False,False
65,0,0,0,0,0,1,2,1,True,True
37,0,0,0,1,0,1,1,2,False,True
34,0,0,0,0,1,0,1,1,True,False
37,0,0,0,7,1,1,1,2,True,True
21,0,0,1,1,0,0,0,2,True,False
38,0,0,0,3,0,1,1,2,False,True
47,0,0,0,1,0,0,2,1,True,False
26,0,0,0,0,0,0,1,2,False,False
56,0,0,0,3,0,1,2,2,True,True
27,0,0,0,2,1,0,1,2,True,False
23,0,0,0,0,0,0,0,1,True,False
25,0,1,0,9,0,0,1,2,True,False
23,0,0,0,2,1,0,0,2,False,False
32,0,0,0,8,1,0,1,2,True,False
36,0,0,0,2,0,0,1,1,False,False
41,0,0,0,5,0,0,1,1,True,False
36,0,0,0,2,0,0,1,2,True,False
62,0,0,0,1,0,0,2,2,True,False
41,0,0,0,7,0,1,1,2,False,True
21,0,0,0,1,1,0,0,2,True,False
43,0,0,0,8,1,1,1,2,True,True
28,0,0,0,9,0,0,1,2,True,False
31,0,0,0,2,0,0,1,1,True,False
49,0,0,0,15,0,0,2,1,True,False
49,0,0,0,0,0,0,2,2,True,False
28,0,0,0,5,0,1,1,2,True,True
59,0,0,0,2,0,1,2,2,True,True
33,0,0,0,0,1,0,1,2,False,False
39,0,0,0,21,0,1,1,2,True,True
43,0,0,0,2,0,0,1,2,False,False
25,0,0,0,5,1,1,1,2,True,True
36,3,0,2,19,1,0,1,1,True,False
23,0,0,0,3,1,0,0,2,True,False
43,0,0,0,3,1,1,1,1,False,True
56,0,0,0,9,1,1,2,1,True,True
20,0,0,0,1,1,0,0,2,False,False
50,0,0,0,2,1,0,2,3,True,False
36,0,0,0,3,1,0,1,2,False,False
56,0,0,0,0,0,0,2,1,True,False
25,0,0,0,28,1,0,1,1,True,False
25,1,0,0,2,1,0,1,2,True,False
42,0,0,0,1,1,1,1,2,False,True
34,0,2,0,9,1,0,1,1,True,False
48,0,0,0,4,0,0,2,2,True,False
34,1,0,0,21,1,0,1,1,True,False
28,0,0,0,0,0,1,1,2,True,True
32,0,0,0,1,0,1,1,2,True,True
55,0,0,0,2,0,1,2,2,True,True
31,0,0,0,2,0,1,1,2,False,True
29,0,0,0,0,0,0,1,1,False,False
24,0,0,0,4,1,0,0,2,False,False
25,0,0,0,0,1,1,1,2,False,True
32,0,0,1,4,0,1,1,2,False,True
37,0,0,0,20,1,0,1,2,True,False
20,0,0,0,0,0,1,0,2,True,True
48,0,0,0,0,0,0,2,1,True,False
25,1,2,0,9,1,0,1,2,True,False
57,0,0,0,3,0,0,2,2,True,False
21,0,0,0,0,1,0,0,2,False,False
21,0,1,0,1,0,0,0,2,True,False
39,0,1,0,15,0,0,1,2,True,False
32,0,0,0,0,0,0,1,2,True,False
27,0,0,0,0,1,1,1,2,False,True
28,0,0,0,4,0,0,1,2,True,False
26,0,0,0,0,0,0,1,1,True,False
34,0,0,0,0,0,1,1,2,True,True
34,0,0,0,14,0,0,1,2,True,False
22,0,0,0,3,0,0,0,2,True,False
56,0,0,0,17,0,0,2,1,True,False
40,0,0,0,1,0,0,1,1,True,False
44,0,0,0,5,0,1,1,2,True,True
57,0,0,0,1,0,1,2,2,True,True
36,0,0,0,6,0,0,1,1,False,False
34,0,0,0,0,0,0,1,2,True,False
33,0,0,0,1,0,1,1,2,True,True
24,0,0,0,7,1,0,0,2,True,False
35,0,0,0,2,0,1,1,2,True,True
60,0,0,0,13,0,0,2,2,True,False
22,0,0,0,2,0,0,0,2,False,False
27,0,0,0,12,0,0,1,2,False,False
72,0,0,0,7,0,1,2,2,True,True
33,0,0,0,3,1,0,1,2,True,False
24,0,0,0,1,1,0,0,2,True,False
38,0,0,0,2,0,0,1,2,False,False
60,0,0,0,0,0,0,2,2,True,False
24,0,0,0,3,1,1,0,2,True,True
30,0,0,0,1,0,0,1,1,True,False
36,0,0,0,7,0,0,1,2,True,False
43,0,0,0,0,0,1,1,1,False,True
50,0,0,0,3,0,1,2,2,True,True
45,0,0,0,1,0,0,2,1,True,False
45,0,0,0,2,0,0,2,2,True,False
31,0,0,0,1,1,1,1,1,True,True
42,0,0,0,0,0,1,1,2,False,True
41,0,0,0,7,0,0,1,2,True,False
34,0,0,1,5,1,1,1,2,True,True
26,0,0,0,1,0,1,1,2,True,True
28,0,0,0,0,0,1,1,2,False,True
27,0,0,0,1,0,0,1,1,True,False
30,0,0,0,1,0,0,1,2,True,False
23,0,0,2,2,1,1,0,2,True,True
21,0,0,1,1,1,1,0,2,True,True
45,0,0,0,1,0,0,2,2,True,False
22,0,1,0,2,1,0,0,1,False,False
22,0,0,1,5,0,1,0,2,False,True
32,0,0,0,3,0,0,1,2,False,False
45,0,0,0,3,1,1,2,1,True,True
31,0,0,0,4,1,1,1,2,True,True
42,0,0,0,19,0,0,1,2,True,False
24,0,4,0,14,1,0,0,2,True,False
51,0,0,0,22,1,0,2,2,True,False
22,0,0,0,0,0,1,0,2,True,True
28,0,0,0,5,0,0,1,1,True,False
33,0,0,0,3,0,1,1,2,True,True
47,0,0,1,19,1,0,2,2,True,False
51,0,0,0,0,1,0,2,1,True,False
25,0,0,0,1,0,1,1,1,True,True
33,0,0,0,0,1,1,1,2,True,True
35,0,0,0,5,1,0,1,2,True,False
39,0,0,0,0,0,0,1,1,True,False
20,13,0,1,13,0,0,0,2,True,False
33,0,0,0,0,0,0,1,2,False,False
65,0,0,0,11,0,0,2,2,True,False
29,0,0,0,7,0,1,1,2,True,True
37,0,0,0,4,0,0,1,1,False,False
33,0,0,0,1,0,1,1,2,False,True
29,0,0,0,9,1,0,1,2,False,False
45,0,0,0,14,0,0,2,2,True,False
24,0,0,3,3,1,0,0,2,True,False
43,0,0,0,5,0,0,1,2,True,False
31,0,0,0,1,0,1,1,2,True,True
50,0,0,0,2,0,1,2,2,False,True
42,0,0,0,10,0,0,1,2,True,False
37,0,0,0,11,1,0,1,1,True,False
53,0,0,0,13,0,0,2,2,True,False
43,0,0,0,4,1,0,1,2,True,False
19,0,0,0,0,0,1,0,2,True,True
37,0,0,0,0,0,0,1,2,True,False
30,0,0,0,1,0,1,1,1,False,True
27,0,0,0,6,1,0,1,2,True,False
39,0,0,0,9,1,1,1,2,True,True
37,0,0,0,4,1,1,1,1,True,True
22,0,0,0,3,1,1,0,1,True,True
42,0,0,0,1,0,0,1,1,True,False
25,0,0,0,0,0,1,1,2,True,True
28,0,0,0,0,0,1,1,1,False,True
25,0,0,0,0,1,0,1,1,True,False
29,0,0,0,1,1,1,1,1,False,True
33,0,0,0,8,0,0,1,2,True,False
21,0,0,0,0,0,0,0,2,True,False
38,0,0,0,2,0,1,1,2,True,True
59,0,0,0,22,1,0,2,2,True,False
57,0,0,0,9,0,0,2,2,True,False
53,0,0,0,0,1,1,2,1,True,True
33,0,0,0,2,1,0,1,2,True,False
45,0,0,0,1,0,1,2,2,True,True
58,0,0,0,1,0,1,2,1,True,True
20,0,0,0,0,0,1,0,2,False,True
25,0,0,2,11,1,0,1,2,True,False
53,0,0,0,2,0,1,2,2,True,True
55,0,0,0,5,0,1,2,2,True,True
32,0,0,0,0,1,1,1,1,True,True
44,0,0,0,1,0,1,1,1,True,True
27,0,0,0,7,0,0,1,2,True,False
35,0,0,0,6,1,0,1,2,True,False
42,0,0,0,5,1,1,1,1,False,True
37,0,0,0,0,0,0,1,1,True,False
39,0,0,0,0,0,1,1,2,True,True
52,0,0,0,3,0,1,2,1,False,True
42,0,0,0,10,0,0,1,2,True,False
42,0,0,0,4,1,1,1,2,True,True
52,3,0,0,23,0,0,2,2,True,False
23,0,0,0,6,1,0,0,2,True,False
36,0,0,0,7,0,1,1,1,True,True
28,0,0,0,2,0,1,1,2,False,True
28,0,0,0,5,0,0,1,2,True,False
38,0,0,0,12,0,1,1,2,True,True
43,0,0,0,2,1,0,1,2,False,False
45,0,0,0,6,0,0,2,2,True,False
42,0,0,0,0,0,0,1,2,True,False
25,2,12,7,19,0,1,1,2,True,True
32,0,0,0,7,1,0,1,2,True,False
35,0,0,0,1,0,1,1,1,False,True
33,0,3,1,21,0,0,1,2,True,False
28,0,0,0,14,0,0,1,2,True,False
33,0,0,0,2,0,1,1,2,True,True
33,0,0,0,2,0,0,1,2,False,False
51,0,0,0,4,0,1,2,2,False,True
39,0,0,0,3,1,1,1,2,True,True
40,0,0,0,3,0,0,1,2,True,False
32,0,0,0,17,1,0,1,2,True,False
18,5,0,0,4,1,1,0,2,True,True
32,0,0,0,3,1,1,1,2,True,True
32,0,0,0,10,1,0,1,2,True,False
47,0,0,0,5,1,1,2,1,True,True
23,0,0,0,0,0,1,0,1,False,True
63,0,0,0,10,1,1,2,2,True,True
38,0,1,0,16,1,0,1,2,True,False
24,0,0,0,5,0,0,0,2,True,False
32,0,0,0,6,1,0,1,1,True,False
31,0,0,0,4,1,0,1,2,True,False
25,0,0,1,0,0,1,1,1,True,True
33,0,0,0,1,1,1,1,2,True,True
35,0,0,0,5,0,0,1,2,True,False
22,0,0,0,1,1,1,0,2,True,True
26,0,0,0,1,0,1,1,1,True,True
36,10,0,0,14,1,0,1,2,True,False
46,0,0,0,1,0,0,2,2,True,False
65,0,0,0,0,0,1,2,1,False,True
44,0,0,0,4,1,1,1,1,True,True
26,0,0,0,4,1,1,1,2,False,True
29,0,0,0,3,0,1,1,1,False,True
35,0,0,0,1,0,1,1,1,True,True
31,0,0,0,3,0,0,1,2,True,False
44,0,0,0,0,0,0,1,1,True,False
56,0,0,0,7,0,0,2,2,True,False
25,0,0,0,1,0,1,1,2,True,True
34,0,0,0,2,0,0,1,1,True,False
52,0,0,0,2,1,1,2,2,True,True
29,0,0,0,1,0,0,1,2,True,False
33,0,1,0,5,0,0,1,2,True,False
34,0,0,0,5,0,0,1,2,True,False
21,0,1,2,1,0,0,0,2,True,False
46,0,0,0,9,0,0,2,2,True,False
22,0,0,0,2,1,0,0,1,True,False
57,0,0,0,1,0,1,2,1,True,True
22,0,0,1,2,1,0,0,2,True,False
48,0,0,0,1,1,1,2,1,False,True
40,0,0,0,21,0,0,1,2,True,False
30,0,0,0,1,0,0,1,2,False,False
21,0,1,0,4,1,1,0,1,True,True
39,0,2,0,22,1,0,1,2,False,False
27,0,0,0,13,1,1,1,2,True,True
33,0,0,0,0,1,1,1,1,False,True
22,0,0,0,1,0,0,0,1,True,False
43,0,0,0,0,1,0,1,2,True,False
45,0,0,0,0,0,1,2,1,False,True
28,0,0,0,0,0,1,1,2,True,True
51,0,0,0,3,0,0,2,2,True,False
35,0,0,0,2,1,0,1,2,False,False
31,0,0,0,9,1,0,1,1,True,False
44,0,0,0,0,0,0,1,1,False,False
29,0,0,0,2,0,0,1,2,True,False
29,0,0,0,1,0,0,1,2,True,False
23,0,1,0,2,1,0,0,2,True,False
55,0,0,0,12,1,0,2,2,True,False
19,0,0,0,1,0,0,0,2,True,False
34,0,0,0,13,1,0,1,2,True,False
56,0,0,0,2,0,1,2,2,True,True
33,0,0,0,4,0,0,1,2,True,False
28,0,0,0,1,0,0,1,1,True,False
42,0,0,0,5,0,0,1,1,False,False
38,0,0,0,0,0,1,1,1,True,True
37,0,0,0,0,0,1,1,2,True,True
33,0,0,0,0,1,1,1,1,False,True
40,0,0,0,0,0,0,1,2,True,False
51,1,0,1,19,0,0,2,2,True,False
42,0,0,0,3,0,0,1,2,False,False
65,0,0,0,7,0,0,2,1,True,False
32,0,0,0,1,0,0,1,1,False,False
38,0,0,0,5,0,1,1,2,False,True
23,0,0,0,0,0,0,0,2,True,False
38,0,0,0,5,1,1,1,2,True,True
35,0,0,0,1,0,0,1,2,True,False
57,0,0,0,1,0,1,2,2,True,True
26,0,0,0,1,0,1,1,2,True,True
36,2,0,0,4,1,0,1,1,False,False
25,0,0,0,7,0,0,1,2,False,False
31,0,0,0,1,0,1,1,2,False,True
40,0,0,0,2,0,1,1,2,True,True
35,0,0,0,3,1,1,1,2,True,True
26,0,0,0,0,0,0,1,1,False,False
22,0,0,0,0,0,1,0,2,True,True
35,0,0,0,1,1,1,1,1,True,True
36,0,0,0,1,1,0,1,2,False,False
38,0,0,0,1,0,1,1,2,True,True
58,0,0,0,2,0,1,2,2,True,True
34,0,0,0,7,0,0,1,1,True,False
51,0,0,0,6,1,1,2,2,True,True
29,0,0,0,2,0,1,1,2,True,True
58,0,0,0,20,0,0,2,2,True,False
24,0,0,4,8,1,0,0,2,True,False
32,0,0,0,0,1,1,1,2,True,True
39,0,0,0,1,0,0,1,2,False,False
43,0,0,0,8,1,0,1,2,True,False
45,1,0,1,20,1,0,2,1,True,False
42,0,0,0,10,1,0,1,1,True,False
49,0,0,0,4,0,0,2,2,True,False
42,0,0,0,0,1,0,1,2,True,False
40,0,0,0,0,1,1,1,1,True,True
25,0,1,0,2,1,0,1,2,True,False
25,0,0,0,0,1,1,1,1,True,True
21,0,0,0,2,1,1,0,2,True,True
24,0,0,0,11,1,0,0,2,True,False
23,0,0,0,2,1,0,0,1,True,False
39,0,0,0,7,1,0,1,2,True,False
25,0,1,1,2,0,0,1,1,True,False
25,0,0,0,2,0,1,1,2,True,True
24,0,1,0,1,0,0,0,2,True,False
54,0,0,0,2,1,1,2,1,True,True
22,0,0,1,1,1,0,0,1,True,False
34,0,0,0,0,0,1,1,1,False,True
33,0,0,0,0,1,1,1,1,True,True
35,0,0,0,7,0,0,1,2,True,False
27,0,0,0,1,0,1,1,1,True,True
29,0,0,1,16,1,0,1,2,True,False
26,0,0,1,3,0,0,1,2,True,False
47,0,0,0,1,0,0,2,1,True,False
32,0,0,0,1,0,0,1,2,True,False
29,0,0,0,0,0,0,1,1,True,False
25,0,0,0,2,1,1,1,1,False,True
34,0,0,0,16,1,1,1,2,True,True
55,0,0,0,1,0,0,2,2,False,False
27,0,0,0,0,1,0,1,2,True,False
26,0,0,0,0,0,0,1,1,True,False
20,3,0,1,3,0,1,0,2,True,True
39,2,2,1,19,1,0,1,2,True,False
24,0,0,0,1,0,0,0,2,True,False
51,0,0,0,0,0,0,2,2,True,False
31,0,0,0,3,1,1,1,2,False,True
50,0,0,0,13,1,0,2,2,True,False
31,0,0,0,4,1,0,1,2,True,False
54,0,0,0,15,0,0,2,2,True,False
26,1,0,0,2,1,1,1,2,True,True
54,0,0,0,2,0,1,2,2,True,True
50,0,0,0,5,0,0,2,2,True,False
22,0,0,0,0,1,0,0,1,True,False
37,0,0,0,2,0,1,1,2,True,True
35,0,1,0,8,1,0,1,2,True,False
34,0,0,0,1,0,1,1,2,False,True
25,0,0,0,0,0,0,1,2,True,False
44,0,0,0,0,1,0,1,2,True,False
29,0,0,0,2,1,1,1,2,False,True
46,0,0,0,2,1,1,2,2,True,True
24,0,0,0,2,1,0,0,2,True,False
52,0,0,0,2,1,0,2,2,False,False
41,0,0,0,0,0,1,1,2,True,True
21,0,0,0,0,1,0,0,2,False,False
23,0,1,0,6,0,0,0,1,True,False
42,0,0,0,4,0,0,1,2,True,False
24,0,0,0,1,0,1,0,2,True,True
38,0,0,0,8,0,1,1,2,True,True
62,0,0,0,6,0,1,2,2,True,True
23,0,0,0,0,0,1,0,1,True,True
32,0,0,0,4,0,1,1,2,True,True
24,5,0,0,5,1,0,0,2,True,False
29,0,0,0,1,0,0,1,2,False,False
50,0,0,0,9,1,1,2,2,True,True
32,0,0,0,3,0,0,1,1,False,False
40,0,0,0,13,0,0,1,2,True,False
25,0,0,0,1,1,1,1,1,True,True
42,0,0,0,4,0,1,1,2,True,True
56,0,0,0,18,0,0,2,2,True,False
39,1,0,0,6,0,0,1,1,True,False
52,0,0,0,4,0,1,2,1,True,True
27,0,0,0,2,0,0,1,2,True,False
23,0,0,0,0,1,1,0,2,True,True
37,0,0,0,22,1,0,1,1,True,False
32,0,0,0,1,1,0,1,1,True,False
38,0,0,0,2,1,0,1,1,True,False
52,0,0,0,4,1,1,2,1,True,True
29,0,0,0,2,0,1,1,2,True,True
28,0,0,0,7,1,0,1,1,True,False
63,0,0,0,0,0,1,2,2,True,True
49,0,0,0,0,0,0,2,1,True,False
50,0,0,0,0,0,1,2,2,True,True
26,0,0,0,2,1,1,1,2,True,True
34,0,0,0,0,1,1,1,2,False,True
28,0,0,0,1,1,1,1,2,False,True
36,0,0,0,4,1,1,1,2,True,True
